GNIS ID,Municipality Name,Municipality Type,2010 Muni Population,2010 Muni Housing Units,Muni Area (sq mi),County,REDC Region,# Cable Providers,# Hse Units Cable,% Hse Units Cable,# of DSL Providers,# Hse Units DSL,% Hse Units DSL,# Fiber Providers,# Hse Units Fiber,% Hse Units Fiber,# Wireline Providers,# Hse Units Wireline,% Hse Units Wireline,# Wireless Providers,# Hse Units Wireless,% Hse Units Wireless,# Satellite Providers
979068,Hillsdale,Town,"1,927","1,254",47.9,Columbia,Capital Region,0,0,0,2,"1,100",88,0,0,0,2,"1,100",88,5,"1,200",96,4
952872,Hilton,Village,"5,886","2,459",1.7,Monroe,Finger Lakes Region,1,"2,300",94,1,"2,300",94,1,0,0,3,"2,300",94,5,"2,300",94,4
979069,Hinsdale,Town,"2,168","1,179",38.9,Cattaraugus,Western NY Region,1,530,45,1,510,43,1,0,0,3,950,81,4,"1,100",93,4
952909,Hobart,Village,441,223,0.5,Delaware,Southern Tier Region,1,210,94,1,10,4,0,0,0,2,210,94,3,210,94,4
979070,Holland,Town,"3,401","1,495",35.8,Erie,Western NY Region,1,"1,300",87,1,"1,200",80,1,0,0,3,"1,400",94,5,"1,400",94,4
952992,Holland Patent,Village,458,231,0.5,Oneida,Mohawk Valley Region,1,220,95,1,220,95,1,0,0,3,220,95,2,220,95,4
952995,Holley,Village,"1,811",846,1.4,Orleans,Finger Lakes Region,1,820,97,1,820,97,0,0,0,2,820,97,4,820,97,4
979071,Homer,Town,"6,405","2,677",50.5,Cortland,Central NY Region,1,"2,400",90,1,"2,300",86,2,0,0,4,"2,500",93,5,"2,500",93,4
953135,Honeoye Falls,Village,"2,674","1,274",2.6,Monroe,Finger Lakes Region,1,"1,200",94,1,"1,200",94,2,0,0,4,"1,200",94,4,"1,200",94,4
979072,Hoosick,Town,"6,924","3,070",63,Rensselaer,Capital Region,1,"2,600",85,1,"2,500",81,1,300,10,3,"2,700",88,6,"2,900",94,4
953177,Hoosick Falls,Village,"3,501","1,620",1.5,Rensselaer,Capital Region,1,"1,500",93,1,"1,500",93,1,130,8,3,"1,500",93,4,"1,500",93,4
979073,Hope,Town,403,341,41.6,Hamilton,North Country Region,1,40,12,1,230,67,0,0,0,2,240,70,3,160,47,4
979074,Hopewell,Town,"3,747","1,457",35.7,Ontario,Finger Lakes Region,1,"1,200",82,3,"1,300",89,2,0,0,6,"1,300",89,5,"1,400",96,4
979075,Hopkinton,Town,"1,077",854,186.2,St. Lawrence,North Country Region,1,280,33,2,450,53,1,0,0,4,510,60,2,730,85,4
979076,Horicon,Town,"1,389","1,926",71.8,Warren,Capital Region,1,"1,800",93,1,"1,500",78,0,0,0,2,"1,800",93,3,"1,700",88,4
979077,Hornby,Town,"1,706",719,40.9,Steuben,Southern Tier Region,2,410,57,1,510,71,0,0,0,3,670,93,4,690,96,4
979078,Hornell,City,"8,563","4,042",2.7,Steuben,Southern Tier Region,1,"3,900",96,1,"3,900",96,2,0,0,4,"3,900",96,3,"3,900",96,4
979079,Hornellsville,Town,"4,151","1,991",43.8,Steuben,Southern Tier Region,1,"1,700",85,2,"1,600",80,2,0,0,5,"1,800",90,4,"1,900",95,4
979080,Horseheads,Town,"19,485","8,777",35.9,Chemung,Southern Tier Region,1,"8,400",96,1,"7,800",89,3,0,0,5,"8,400",96,4,"8,500",97,4
979081,Hounsfield,Town,"3,466","2,113",114.6,Jefferson,North Country Region,1,"1,700",80,3,"1,800",85,0,0,0,4,"1,900",90,4,"2,000",95,4
979082,Howard,Town,"1,467",788,60.8,Steuben,Southern Tier Region,1,140,18,1,170,22,0,0,0,2,290,37,3,760,96,4
979083,Hudson,City,"6,713","3,315",2.3,Columbia,Capital Region,1,"3,200",97,1,"3,200",97,2,0,0,3,"3,200",97,5,"3,200",97,4
974163,Hudson Falls,Village,"7,281","3,195",1.9,Washington,Capital Region,1,"3,000",94,1,"3,000",94,1,"1,200",38,3,"3,000",94,6,"3,000",94,4
979084,Hume,Town,"2,071",984,38.4,Allegany,Western NY Region,1,750,76,1,950,97,1,0,0,3,950,97,3,950,97,4
979085,Humphrey,Town,687,522,36.5,Cattaraugus,Western NY Region,0,0,0,1,200,38,0,0,0,1,200,38,4,500,96,4
979086,Hunter,Town,"2,732","2,952",90.2,Greene,Capital Region,1,"2,700",91,1,"2,200",75,0,0,0,2,"2,700",91,7,"2,700",91,4
979087,Huntington,Town,"203,264","71,948",132.8,Suffolk,Long Island Region,1,"69,700",97,2,"60,000",83,4,"68,500",95,6,"69,700",97,5,"69,500",97,4
953490,Huntington Bay,Village,"1,425",578,1,Suffolk,Long Island Region,1,560,97,2,560,97,1,550,95,3,560,97,4,540,93,4
979088,Hurley,Town,"6,314","3,069",36.1,Ulster,Mid-Hudson Region,1,"2,900",94,1,"2,600",85,1,0,0,3,"2,900",94,6,"2,900",94,4
979089,Huron,Town,"2,118","1,617",43,Wayne,Finger Lakes Region,1,"1,400",87,1,620,38,0,0,0,2,"1,400",87,4,"1,300",80,4
979090,Hyde Park,Town,"21,571","8,416",39.8,Dutchess,Mid-Hudson Region,2,"8,100",96,2,"7,600",90,3,"2,100",25,6,"8,100",96,5,"8,100",96,4
953587,Ilion,Village,"8,053","3,569",2.5,Herkimer,Mohawk Valley Region,1,"3,400",95,1,"3,400",95,2,0,0,4,"3,400",95,3,"3,400",95,4
979091,Independence,Town,"1,167",525,34.5,Allegany,Western NY Region,0,0,0,3,490,93,0,0,0,3,490,93,2,500,95,4
979092,Indian Lake,Town,"1,352","1,973",265.8,Hamilton,North Country Region,0,0,0,1,"1,500",76,0,0,0,1,"1,500",76,2,"1,600",81,4
979093,Inlet,Town,333,"1,044",66.5,Hamilton,North Country Region,1,830,80,1,910,87,0,0,0,2,960,92,2,730,70,4
974030,Interlaken,Village,602,289,0.3,Seneca,Finger Lakes Region,1,280,97,1,280,97,1,0,0,3,280,97,3,280,97,4
979094,Ira,Town,"2,206",869,34.8,Cayuga,Central NY Region,1,390,45,2,840,97,0,0,0,3,840,97,5,840,97,4
979095,Irondequoit,Town,"51,692","23,612",16.3,Monroe,Finger Lakes Region,1,"22,900",97,1,"22,800",97,3,0,0,5,"22,900",97,5,"22,800",97,4
2353429,Irvington,Village,"6,420","2,668",2.9,Westchester,Mid-Hudson Region,2,"2,500",94,2,"2,500",94,4,"2,200",82,7,"2,500",94,4,"2,500",94,4
979096,Ischua,Town,859,485,32.8,Cattaraugus,Western NY Region,1,20,4,1,120,25,0,0,0,2,130,27,4,470,97,4
979937,Islandia,Village,"3,335","1,088",2.2,Suffolk,Long Island Region,1,"1,000",92,2,"1,000",92,4,990,91,6,"1,000",92,5,"1,000",92,4
953828,Island Park,Village,"4,655","1,715",0.4,Nassau,Long Island Region,1,"1,600",93,1,"1,600",93,3,"1,600",93,4,"1,600",93,4,"1,600",93,4
979097,Islip,Town,"335,543","110,665",159.6,Suffolk,Long Island Region,2,"104,000",94,2,"104,000",94,4,"104,000",94,7,"107,000",97,6,"107,000",97,4
979098,Italy,Town,"1,141",714,40.3,Yates,Finger Lakes Region,1,310,43,2,300,42,1,0,0,3,400,56,4,680,95,4
979099,Ithaca,City,"30,014","10,950",6.1,Tompkins,Southern Tier Region,1,"10,600",97,1,"10,600",97,3,0,0,4,"10,600",97,5,"10,600",97,4
979100,Ithaca,Town,"19,930","7,526",30.3,Tompkins,Southern Tier Region,2,"7,300",97,1,"6,900",92,3,0,0,6,"7,300",97,5,"7,300",97,4
979101,Jackson,Town,"1,800","1,162",38.7,Washington,Capital Region,1,860,74,1,970,83,1,440,38,3,"1,000",86,5,"1,100",95,4
979102,Jamestown,City,"31,146","14,738",8.9,Chautauqua,Western NY Region,1,"14,200",96,2,"14,200",96,2,0,0,4,"14,200",96,3,"14,200",96,4
979103,Jasper,Town,"1,424",591,52.7,Steuben,Southern Tier Region,1,150,25,3,440,74,0,0,0,4,440,74,2,570,96,4
979104,Java,Town,"2,057","1,013",47.3,Wyoming,Finger Lakes Region,1,860,85,1,0,0,0,0,0,2,860,85,4,980,97,4
979105,Jay,Town,"2,506","1,547",69.7,Essex,North Country Region,1,"1,100",71,1,"1,400",90,1,0,0,3,"1,400",90,3,"1,400",90,4
979106,Jefferson,Town,"1,410",965,43.4,Schoharie,Mohawk Valley Region,1,340,35,2,510,53,0,0,0,3,570,59,5,930,96,4
953977,Jeffersonville,Village,359,199,0.4,Sullivan,Mid-Hudson Region,1,190,95,0,0,0,0,0,0,1,190,95,2,190,95,4
979107,Jerusalem,Town,"4,469","2,742",65.4,Yates,Finger Lakes Region,1,"2,100",77,3,"2,000",73,2,240,9,5,"2,500",91,2,"2,600",95,4
979108,Jewett,Town,953,"1,182",50.2,Greene,Capital Region,1,"1,000",85,1,720,61,0,0,0,2,"1,100",93,6,"1,100",93,4
979109,Johnsburg,Town,"2,395","1,842",206.8,Warren,Capital Region,1,0,0,2,"1,600",87,1,0,0,4,"1,600",87,3,"1,300",71,4
954109,Johnson City,Village,"15,174","7,443",4.7,Broome,Southern Tier Region,1,"7,200",97,1,"7,100",95,4,0,0,6,"7,200",97,5,"7,200",97,4
979110,Johnstown,City,"8,743","4,047",4.8,Fulton,Mohawk Valley Region,1,"3,900",96,1,"3,900",96,1,0,0,3,"3,900",96,4,"3,900",96,4
979111,Johnstown,Town,"7,098","2,914",71.4,Fulton,Mohawk Valley Region,1,"2,500",86,1,"2,600",89,0,0,0,2,"2,800",96,4,"2,800",96,4
954196,Jordan,Village,"1,368",592,1.2,Onondaga,Central NY Region,1,570,96,1,570,96,0,0,0,2,570,96,5,570,96,4
979112,Junius,Town,"1,471",608,26.9,Seneca,Finger Lakes Region,1,80,13,2,360,59,2,0,0,5,380,63,4,580,95,4
979944,Kaser,Village,"4,724",929,0.2,Rockland,Mid-Hudson Region,1,900,97,2,900,97,1,870,94,3,900,97,4,900,97,4
979113,Keene,Town,"1,105","1,192",156,Essex,North Country Region,2,450,38,1,0,0,1,"1,000",84,3,"1,000",84,4,"1,000",84,4
970258,Keeseville,Village,"1,815",841,1.2,Clinton,North Country Region,1,810,96,1,810,96,0,0,0,2,810,96,3,810,96,4
979114,Kendall,Town,"2,724","1,186",32.9,Orleans,Finger Lakes Region,1,"1,100",93,0,0,0,0,0,0,1,"1,100",93,4,"1,100",93,4
954497,Kenmore,Village,"15,423","7,387",1.4,Erie,Western NY Region,1,"7,100",96,1,"6,700",91,3,"7,100",96,4,"7,100",96,6,"7,100",96,4
954527,Kensington,Village,"1,161",448,0.2,Nassau,Long Island Region,1,430,96,2,430,96,2,430,96,4,430,96,4,430,96,4
979740,Kent,Town,"13,507","5,508",42.7,Putnam,Mid-Hudson Region,2,"5,300",96,2,"3,300",60,2,"5,100",93,5,"5,300",96,4,"5,300",96,4
979115,Kiantone,Town,"1,350",589,18.5,Chautauqua,Western NY Region,1,550,93,1,470,80,1,0,0,3,560,95,3,570,97,4
979116,Kinderhook,Town,"8,498","3,720",32.4,Columbia,Capital Region,2,"3,500",94,2,"3,500",94,0,0,0,4,"3,600",97,5,"3,600",97,4
979117,Kingsbury,Town,"12,671","5,586",40,Washington,Capital Region,1,"5,200",93,1,"5,200",93,1,"2,100",38,3,"5,300",95,6,"5,400",97,4
954670,Kings Point,Village,"5,005","1,386",4,Nassau,Long Island Region,1,"1,300",94,2,"1,300",94,3,"1,300",94,5,"1,300",94,4,"1,300",94,4
979118,Kingston,City,"23,893","11,147",8.8,Ulster,Mid-Hudson Region,1,"10,800",97,1,"10,700",96,3,0,0,5,"10,800",97,5,"10,800",97,4
979119,Kingston,Town,889,432,7.4,Ulster,Mid-Hudson Region,1,410,95,1,360,83,1,0,0,3,410,95,5,410,95,4
979120,Kirkland,Town,"10,315","3,960",33.7,Oneida,Mohawk Valley Region,1,"3,700",93,3,"3,600",91,2,0,0,6,"3,800",96,5,"3,800",96,4
979121,Kirkwood,Town,"5,857","2,520",31.2,Broome,Southern Tier Region,2,"2,300",91,2,"2,200",87,4,0,0,8,"2,400",95,5,"2,400",95,4
979938,Kiryas Joel,Village,"20,175","4,136",1.1,Orange,Mid-Hudson Region,1,"4,000",97,1,"4,000",97,1,0,0,3,"4,000",97,4,"4,000",97,4
979122,Knox,Town,"2,692","1,131",41.9,Albany,Capital Region,1,"1,000",88,1,150,13,0,0,0,2,"1,000",88,4,"1,000",88,4
979123,Kortright,Town,"1,675","1,112",62.5,Delaware,Southern Tier Region,1,130,12,2,40,4,1,20,2,3,210,19,4,"1,000",90,4
979124,Lackawanna,City,"18,141","9,082",6.6,Erie,Western NY Region,1,"8,800",97,1,"8,300",91,3,"8,700",96,4,"8,800",97,6,"8,800",97,4
954867,Lacona,Village,582,270,1,Oswego,Central NY Region,1,260,96,1,260,96,0,0,0,2,260,96,3,260,96,4
979125,LaFayette,Town,"4,952","2,099",44.4,Onondaga,Central NY Region,1,"1,900",91,1,"1,800",86,1,0,0,3,"1,900",91,6,"2,000",95,4
979126,La Grange,Town,"15,730","5,668",40.3,Dutchess,Mid-Hudson Region,3,"5,400",95,2,"5,100",90,4,"2,400",42,8,"5,400",95,4,"5,400",95,4
979127,Lake George,Town,"3,515","2,745",33.9,Warren,Capital Region,1,"2,600",95,2,"2,500",91,1,0,0,4,"2,600",95,6,"2,600",95,4
954916,Lake Grove,Village,"11,163","3,956",2.9,Suffolk,Long Island Region,1,"3,800",96,2,"3,800",96,3,"3,700",94,5,"3,800",96,5,"3,800",96,4
979128,Lake Luzerne,Town,"3,347","2,126",54,Warren,Capital Region,1,"2,000",94,2,"1,800",85,0,0,0,3,"2,000",94,6,"2,000",94,4
954931,Lake Placid,Village,"2,521","1,872",1.5,Essex,North Country Region,1,"1,800",96,1,"1,800",96,1,0,0,3,"1,800",96,3,"1,800",96,4
979129,Lake Pleasant,Town,781,"1,512",197.7,Hamilton,North Country Region,0,0,0,1,"1,000",66,0,0,0,1,"1,000",66,2,"1,100",73,4
954942,Lake Success,Village,"2,934",826,1.9,Nassau,Long Island Region,2,800,97,2,800,97,4,800,97,7,800,97,4,800,97,4
954993,Lakewood,Village,"3,002","1,698",2,Chautauqua,Western NY Region,1,"1,600",94,1,"1,600",94,2,0,0,4,"1,600",94,3,"1,600",94,4
979130,Lancaster,Town,"41,604","17,290",38,Erie,Western NY Region,1,"16,700",97,1,"16,500",95,3,20,0,4,"16,700",97,6,"16,700",97,4
979131,Lansing,Town,"11,033","5,130",69.9,Tompkins,Southern Tier Region,2,"4,800",94,1,"2,800",55,2,0,0,5,"4,800",94,5,"4,900",96,4
979132,Lapeer,Town,767,300,25.1,Cortland,Central NY Region,1,50,17,1,290,97,0,0,0,2,290,97,4,290,97,4
977360,Larchmont,Village,"5,864","2,215",1.1,Westchester,Mid-Hudson Region,1,"2,100",95,2,"1,500",68,3,"2,100",95,5,"2,100",95,4,"2,100",95,4
955075,Lattingtown,Village,"1,739",707,3.8,Nassau,Long Island Region,1,680,96,2,680,96,3,640,91,5,680,96,4,680,96,4
955090,Laurel Hollow,Village,"1,952",635,3,Nassau,Long Island Region,1,610,96,2,570,90,3,590,93,5,610,96,4,610,96,4
979133,Laurens,Town,"2,424","1,242",42.9,Otsego,Mohawk Valley Region,1,"1,000",81,2,910,73,0,0,0,3,"1,100",89,5,"1,200",97,4
979134,Lawrence,Town,"1,826",737,47.6,St. Lawrence,North Country Region,1,460,62,1,560,76,0,0,0,2,650,88,2,710,96,4
979135,Lebanon,Town,"1,332",685,43.7,Madison,Central NY Region,1,440,64,2,590,86,0,0,0,3,650,95,2,660,96,4
979136,Ledyard,Town,"1,886",929,48.6,Cayuga,Central NY Region,1,570,61,1,10,1,0,0,0,2,580,62,5,900,97,4
979137,Lee,Town,"6,486","2,767",45.5,Oneida,Mohawk Valley Region,1,"2,400",87,2,"2,400",87,2,0,0,5,"2,600",94,5,"2,600",94,4
979138,Leicester,Town,"2,200",981,33.5,Livingston,Finger Lakes Region,1,860,88,1,910,93,1,0,0,3,920,94,4,950,97,4
979139,Lenox,Town,"9,122","4,196",36.2,Madison,Central NY Region,1,"4,000",95,1,"3,600",86,1,0,0,3,"4,000",95,6,"4,000",95,4
979140,Leon,Town,"1,365",485,36.1,Cattaraugus,Western NY Region,0,0,0,0,0,0,0,0,0,0,0,0,3,470,97,4
979141,Le Ray,Town,"21,782","6,871",74,Jefferson,North Country Region,1,"6,400",93,1,"5,300",77,1,0,0,3,"6,500",95,4,"6,600",96,4
979142,Le Roy,Town,"7,641","3,345",42.1,Genesee,Finger Lakes Region,1,"3,000",90,1,"3,100",93,2,0,0,4,"3,100",93,5,"3,200",96,4
979143,Lewis,Town,"1,382",696,84.1,Essex,North Country Region,1,420,60,1,70,10,1,0,0,2,440,63,4,670,96,4
979144,Lewis,Town,854,439,65,Lewis,North Country Region,1,130,30,1,80,18,0,0,0,2,190,43,4,410,93,4
979145,Lewisboro,Town,"12,411","4,854",29.3,Westchester,Mid-Hudson Region,1,"4,700",97,1,"4,400",91,3,"1,300",27,4,"4,700",97,4,"4,600",95,4
979146,Lewiston,Town,"16,262","6,610",50.5,Niagara,Western NY Region,1,"6,400",97,2,"6,000",91,1,0,0,4,"6,400",97,6,"6,400",97,4
979147,Lexington,Town,805,895,80.1,Greene,Capital Region,1,90,10,0,0,0,0,0,0,1,90,10,6,820,92,4
979148,Leyden,Town,"1,785",816,33.5,Lewis,North Country Region,1,630,77,1,740,91,0,0,0,2,740,91,3,790,97,4
979149,Liberty,Town,"9,885","5,495",80.7,Sullivan,Mid-Hudson Region,1,"5,200",95,1,"4,700",86,1,0,0,3,"5,300",96,4,"5,300",96,4
979150,Lima,Town,"4,305","1,806",31.9,Livingston,Finger Lakes Region,1,"1,700",94,1,"1,500",83,2,0,0,4,"1,700",94,4,"1,700",94,4
955350,Limestone,Village,389,174,1.7,Cattaraugus,Western NY Region,1,160,92,0,0,0,0,0,0,1,160,92,3,160,92,4
979151,Lincklaen,Town,396,247,26.2,Chenango,Southern Tier Region,0,0,0,1,220,89,0,0,0,1,220,89,3,230,93,4
979152,Lincoln,Town,"2,012",794,25,Madison,Central NY Region,1,640,81,2,600,76,0,0,0,3,690,87,6,770,97,4
955404,Lindenhurst,Village,"27,253","9,665",3.7,Suffolk,Long Island Region,1,"9,300",96,2,"7,100",73,4,"9,300",96,6,"9,300",96,5,"9,300",96,4
979153,Lindley,Town,"1,967",807,37.7,Steuben,Southern Tier Region,1,680,84,0,0,0,0,0,0,1,680,84,3,770,95,4
979154,Lisbon,Town,"4,102","1,773",113.8,St. Lawrence,North Country Region,1,"1,200",68,1,"1,400",79,1,780,44,3,"1,600",90,3,"1,700",96,4
979155,Lisle,Town,"2,751","1,185",47.4,Broome,Southern Tier Region,1,900,76,2,"1,100",93,1,0,0,4,"1,100",93,5,"1,100",93,4
979156,Litchfield,Town,"1,513",713,29.9,Herkimer,Mohawk Valley Region,1,540,76,3,430,60,0,0,0,4,620,87,4,690,97,4
979157,Little Falls,City,"4,946","2,665",3.9,Herkimer,Mohawk Valley Region,1,"2,500",94,1,"2,500",94,0,0,0,2,"2,500",94,4,"2,500",94,4
979158,Little Falls,Town,"1,587",667,22.2,Herkimer,Mohawk Valley Region,1,520,78,1,530,79,0,0,0,2,580,87,4,640,96,4
979159,Little Valley,Town,"1,740",858,29.7,Cattaraugus,Western NY Region,2,650,76,1,30,3,1,0,0,4,650,76,4,830,97,4
955742,Liverpool,Village,"2,347","1,211",0.8,Onondaga,Central NY Region,1,"1,100",91,1,960,79,3,"1,100",91,4,"1,100",91,6,"1,100",91,4
979160,Livingston,Town,"3,646","1,811",38.9,Columbia,Capital Region,1,"1,600",88,3,"1,500",83,1,0,0,4,"1,700",94,6,"1,700",94,4
979161,Livonia,Town,"7,809","3,537",41,Livingston,Finger Lakes Region,1,"3,400",96,1,"3,300",93,1,0,0,3,"3,400",96,4,"3,400",96,4
979162,Lloyd,Town,"10,863","4,419",33.4,Ulster,Mid-Hudson Region,2,"4,200",95,1,"4,000",91,2,0,0,5,"4,200",95,4,"4,200",95,4
955762,Lloyd Harbor,Village,"3,660","1,262",10.5,Suffolk,Long Island Region,1,"1,200",95,2,"1,100",87,3,"1,100",87,5,"1,200",95,4,"1,100",87,4
979163,Locke,Town,"1,951",841,24.4,Cayuga,Central NY Region,1,600,71,1,760,90,0,0,0,2,770,92,4,810,96,4
979164,Lockport,City,"21,165","10,092",8.6,Niagara,Western NY Region,1,"9,700",96,1,"9,700",96,1,0,0,3,"9,700",96,6,"9,700",96,4
979165,Lockport,Town,"20,529","8,680",44.9,Niagara,Western NY Region,1,"8,300",96,1,"8,200",94,2,0,0,4,"8,400",97,6,"8,400",97,4
979166,Lodi,Town,"1,550",981,39.7,Seneca,Finger Lakes Region,1,460,47,2,950,97,2,0,0,4,950,97,6,950,97,4
979167,Long Beach,City,"33,275","16,450",2.7,Nassau,Long Island Region,1,"15,900",97,1,"15,400",94,4,"15,800",96,5,"15,900",97,4,"15,700",95,4
979168,Long Lake,Town,711,"1,852",449.6,Hamilton,North Country Region,0,0,0,1,"1,200",65,1,0,0,2,"1,200",65,2,"1,400",76,4
979169,Lorraine,Town,"1,037",461,39,Jefferson,North Country Region,1,220,48,1,310,67,0,0,0,2,400,87,3,440,95,4
979170,Louisville,Town,"3,145","1,503",63.8,St. Lawrence,North Country Region,1,"1,400",93,1,"1,300",86,1,110,7,3,"1,400",93,3,"1,400",93,4
979171,Lowville,Town,"4,982","2,133",38.1,Lewis,North Country Region,1,"1,900",89,1,"1,900",89,1,0,0,3,"2,000",94,3,"2,000",94,4
979172,Lumberland,Town,"2,468","1,630",49.6,Sullivan,Mid-Hudson Region,1,"1,300",80,1,"1,500",92,0,0,0,2,"1,500",92,2,"1,500",92,4
979173,Lyme,Town,"2,185","2,317",100.5,Jefferson,North Country Region,1,"1,400",60,1,"2,200",95,0,0,0,2,"2,200",95,4,"2,200",95,4
956170,Lynbrook,Village,"19,427","7,921",2,Nassau,Long Island Region,1,"7,600",96,2,"7,600",96,4,"7,600",96,6,"7,600",96,4,"7,600",96,4
979174,Lyndon,Town,707,623,33.3,Cattaraugus,Western NY Region,1,0,0,1,440,71,0,0,0,2,450,72,4,600,96,4
956178,Lyndonville,Village,838,359,1.1,Orleans,Finger Lakes Region,1,340,95,0,0,0,0,0,0,1,340,95,4,340,95,4
979175,Lyons,Town,"5,682","2,458",37.6,Wayne,Finger Lakes Region,1,"2,100",85,2,"2,200",90,3,0,0,6,"2,300",94,5,"2,300",94,4
979176,Lyonsdale,Town,"1,227",697,69.6,Lewis,North Country Region,1,320,46,1,540,77,0,0,0,2,550,79,3,670,96,4
956202,Lyons Falls,Village,566,269,1,Lewis,North Country Region,1,260,97,1,260,97,0,0,0,2,260,97,2,260,97,4
979177,Lysander,Town,"21,759","8,845",64.6,Onondaga,Central NY Region,1,"8,500",96,3,"6,300",71,3,"6,600",75,6,"8,500",96,6,"8,500",96,4
979179,Macedon,Town,"9,148","3,881",38.8,Wayne,Finger Lakes Region,1,"3,700",95,2,"3,400",88,2,0,0,5,"3,700",95,5,"3,700",95,4
979180,Machias,Town,"2,375","1,398",41.1,Cattaraugus,Western NY Region,1,890,64,2,"1,200",86,0,0,0,3,"1,200",86,4,"1,300",93,4
979181,Macomb,Town,906,904,63,St. Lawrence,North Country Region,0,0,0,2,860,95,0,0,0,2,860,95,2,870,96,4
979182,Madison,Town,"3,008","1,567",41.4,Madison,Central NY Region,1,"1,300",83,3,"1,400",89,0,0,0,4,"1,500",96,3,"1,500",96,4
979183,Madrid,Town,"1,735",759,52.3,St. Lawrence,North Country Region,1,370,49,1,10,1,1,420,55,3,680,90,2,730,96,4
979184,Maine,Town,"5,377","2,223",45.6,Broome,Southern Tier Region,1,"2,100",94,2,"1,900",85,0,0,0,3,"2,100",94,5,"2,100",94,4
979185,Malone,Town,"14,545","4,899",102.6,Franklin,North Country Region,1,"4,200",86,2,"4,200",86,2,"2,900",59,4,"4,400",90,3,"4,700",96,4
979186,Malta,Town,"14,765","6,821",31.4,Saratoga,Capital Region,1,"6,600",97,1,"6,500",95,3,0,0,5,"6,600",97,6,"6,600",97,4
956328,Malverne,Village,"8,514","3,146",1.1,Nassau,Long Island Region,1,"3,000",95,2,"3,000",95,3,"3,000",95,5,"3,000",95,4,"3,000",95,4
979187,Mamakating,Town,"12,085","6,251",98.5,Sullivan,Mid-Hudson Region,1,"6,000",96,2,"5,900",94,1,0,0,4,"6,000",96,5,"6,000",96,4
979188,Mamaroneck,Town,"29,156","11,562",24.6,Westchester,Mid-Hudson Region,1,"11,200",97,2,"9,200",80,3,"11,000",95,5,"11,200",97,4,"11,100",96,4
979189,Manchester,Town,"9,395","3,993",37.8,Ontario,Finger Lakes Region,1,"3,800",95,3,"3,000",75,1,0,0,5,"3,800",95,5,"3,800",95,4
979190,Manhattan,Borough,"1,585,873","847,090",33.8,New York,New York City,4,"820,000",97,2,"821,000",97,8,"495,000",58,13,"821,000",97,7,"821,000",97,4
979191,Manheim,Town,"3,334","1,597",29.7,Herkimer,Mohawk Valley Region,1,"1,500",94,1,"1,300",81,0,0,0,2,"1,500",94,4,"1,500",94,4
979192,Manlius,Town,"32,370","14,047",49.9,Onondaga,Central NY Region,1,"13,600",97,2,"11,400",81,3,"6,400",46,5,"13,600",97,6,"13,600",97,4
956371,Mannsville,Village,354,159,0.9,Jefferson,North Country Region,1,150,94,1,150,94,0,0,0,2,150,94,3,150,94,4
956378,Manorhaven,Village,"6,556","2,597",0.6,Nassau,Long Island Region,1,"2,500",96,2,"2,500",96,1,"2,400",92,3,"2,500",96,4,"2,500",96,4
979193,Mansfield,Town,808,635,39.7,Cattaraugus,Western NY Region,1,80,13,1,210,33,0,0,0,2,210,33,4,610,96,4
979194,Marathon,Town,"1,967",866,25.1,Cortland,Central NY Region,1,670,77,1,840,97,0,0,0,2,840,97,3,840,97,4
979195,Marbletown,Town,"5,607","2,989",55,Ulster,Mid-Hudson Region,1,"2,800",94,1,"2,500",84,2,0,0,4,"2,800",94,5,"2,800",94,4
979196,Marcellus,Town,"6,210","2,623",32.6,Onondaga,Central NY Region,1,"2,500",95,2,"2,100",80,2,0,0,4,"2,500",95,7,"2,500",95,4
979197,Marcy,Town,"8,982","2,279",33.3,Oneida,Mohawk Valley Region,1,"2,200",97,2,"2,100",92,2,0,0,5,"2,200",97,5,"2,200",97,4
956506,Margaretville,Village,596,359,0.7,Delaware,Southern Tier Region,1,340,95,1,340,95,0,0,0,2,340,95,3,340,95,4
979198,Marilla,Town,"5,327","2,164",27.5,Erie,Western NY Region,1,"2,000",92,1,"1,900",88,0,0,0,2,"2,000",92,5,"2,000",92,4
979199,Marion,Town,"4,746","1,908",29.2,Wayne,Finger Lakes Region,1,"1,800",94,1,200,10,0,0,0,2,"1,800",94,5,"1,800",94,4
979200,Marlborough,Town,"8,808","3,644",26.6,Ulster,Mid-Hudson Region,2,"3,500",96,1,"3,400",93,3,0,0,5,"3,500",96,4,"3,500",96,4
979201,Marshall,Town,"2,131",886,32.8,Oneida,Mohawk Valley Region,1,630,71,3,820,93,0,0,0,4,830,94,4,850,96,4
979202,Martinsburg,Town,"1,433",667,76,Lewis,North Country Region,1,340,51,1,420,63,0,0,0,2,510,76,3,640,96,4
979203,Maryland,Town,"1,897","1,117",51.8,Otsego,Mohawk Valley Region,1,770,69,1,30,3,0,0,0,2,770,69,5,"1,000",90,4
979204,Masonville,Town,"1,320",850,54.6,Delaware,Southern Tier Region,1,370,44,2,810,95,0,0,0,3,820,96,7,800,94,4
956655,Massapequa Park,Village,"17,008","5,844",2.2,Nassau,Long Island Region,1,"5,600",96,2,"5,600",96,4,"5,600",96,6,"5,600",96,4,"5,600",96,4
979205,Massena,Town,"12,883","5,894",56.2,St. Lawrence,North Country Region,1,"5,700",97,1,"5,500",93,1,760,13,3,"5,700",97,3,"5,700",97,4
